Produce_Type,Temperature_C,Humidity_Percent,Days_Since_Harvest,Remaining_Shelf_Life_Days
Cauliflower,9,88,17,11
Potato,14,67,10,17
Capsicum,17,71,13,2
Spinach,5,100,20,1
Cauliflower,4,92,18,1
Capsicum,17,83,2,12
Cucumber,13,88,2,3
Capsicum,20,83,4,5
Capsicum,17,65,20,1
Onion,22,43,5,30
Cucumber,17,84,5,2
Capsicum,20,85,8,5
Spinach,3,97,19,1
Cabbage,4,86,18,22
Cauliflower,2,93,16,7
Cauliflower,8,95,9,16
Cauliflower,9,85,1,28
Carrot,2,93,10,49
Capsicum,7,70,5,14
Brinjal,22,61,6,8
Onion,28,62,15,1
Brinjal,25,64,9,1
Brinjal,11,70,1,14
Onion,16,57,5,8
Tomato,16,58,20,1
Carrot,1,94,9,15
Cauliflower,2,89,10,12
Carrot,4,91,17,13
Cucumber,11,83,6,1
Carrot,0,93,19,5
Spinach,3,97,7,1
Capsicum,12,78,17,1
Carrot,0,95,18,4
Brinjal,17,77,7,2
Spinach,1,92,3,9
Tomato,29,53,16,1
Carrot,10,89,4,33
Cucumber,14,84,15,1
Cauliflower,4,90,11,1
Carrot,6,87,4,42
Onion,27,58,17,12
Carrot,0,86,7,26
Cucumber,15,91,15,1
Capsicum,12,68,5,6
Cauliflower,9,92,2,11
Brinjal,22,71,16,1
Capsicum,12,68,8,8
Tomato,24,62,17,1
Cabbage,9,85,10,5
Cabbage,1,88,19,9
Capsicum,15,71,2,16
Brinjal,25,64,7,7
Cucumber,15,88,1,14
Spinach,2,100,20,1
Cucumber,10,92,20,1
Onion,18,54,20,1
Spinach,4,95,20,1
Spinach,2,100,3,7
Cabbage,5,89,13,27
Brinjal,16,71,19,1
Potato,16,67,4,31
Brinjal,13,65,19,1
Cucumber,14,89,20,1
Potato,20,50,10,32
Onion,18,45,18,7
Potato,17,44,5,20
Brinjal,24,71,4,7
Cucumber,17,87,4,11
Capsicum,8,74,2,12
Brinjal,11,76,11,1
Carrot,0,94,9,28
Cucumber,17,80,12,1
Cucumber,13,84,7,1
Cabbage,9,90,20,12
Cauliflower,9,86,4,10
Cucumber,18,88,15,1
Potato,18,43,5,30
Cucumber,18,91,17,1
Tomato,29,56,10,1
Cucumber,16,94,20,1
Tomato,25,55,15,1
Spinach,1,98,5,2
Capsicum,12,79,19,1
Carrot,5,89,5,19
Cabbage,2,95,6,29
Brinjal,16,75,8,3
Tomato,25,69,19,1
Carrot,1,92,2,34
Spinach,0,95,15,1
Cauliflower,5,92,6,4
Brinjal,14,79,6,6
Tomato,29,56,3,6
Capsicum,7,75,20,1
Onion,22,50,15,22
Potato,17,40,7,26
Potato,15,70,14,20
Cabbage,1,92,4,41
Cabbage,9,85,19,21
Carrot,5,93,1,32
Tomato,25,72,16,1
Spinach,5,94,13,1
Brinjal,24,66,14,1
Cabbage,5,89,7,22
Cabbage,8,89,2,38
Cauliflower,9,90,1,10
Carrot,6,85,20,36
Spinach,1,98,17,1
Capsicum,7,82,17,2
Cauliflower,4,85,11,8
Spinach,0,100,8,4
Capsicum,10,81,7,10
Cabbage,5,92,20,1
Brinjal,23,64,2,9
Capsicum,13,85,16,1
Cucumber,20,83,13,1
Cabbage,8,94,8,20
Brinjal,12,77,1,10
Carrot,7,86,12,19
Cucumber,17,95,13,1
Brinjal,17,71,20,1
Cucumber,11,95,4,9
Cucumber,16,80,9,4
Cauliflower,8,94,6,4
Cabbage,0,92,3,13
Cabbage,2,88,18,1
Cauliflower,3,94,3,11
Carrot,0,90,7,43
Cabbage,9,86,8,39
Capsicum,19,79,10,8
Cabbage,6,89,1,31
Spinach,5,96,13,1
Cucumber,10,82,2,13
Spinach,5,96,10,1
Cabbage,6,93,6,9
Capsicum,16,67,16,1
Potato,17,41,4,14
Brinjal,11,67,4,10
Tomato,19,56,8,2
Cucumber,17,88,5,2
Onion,21,63,10,3
Capsicum,17,81,13,6
Cucumber,18,87,14,1
Onion,27,70,5,13
Capsicum,15,74,10,3
Tomato,26,50,3,6
Onion,18,65,18,1
Potato,20,68,17,20
Potato,16,54,6,51
Cucumber,12,83,12,1
Spinach,4,98,19,1
Brinjal,16,75,12,1
Cauliflower,3,88,18,1
Cucumber,10,91,9,1
Cucumber,20,85,11,4
Brinjal,12,76,20,1
Cucumber,13,84,2,8
Cucumber,20,84,20,1
Onion,16,70,10,11
Brinjal,12,62,5,2
Spinach,0,92,6,2
Capsicum,17,73,5,4
Carrot,6,95,4,30
Cauliflower,0,92,2,9
Tomato,20,79,14,1
Onion,24,70,12,1
Spinach,2,90,2,8
Potato,20,42,3,38
Brinjal,20,64,11,4
Cabbage,5,91,4,18
Carrot,2,85,14,36
Cauliflower,6,94,6,7
Cucumber,11,83,10,4
Onion,30,50,2,10
Cauliflower,5,88,4,21
Cauliflower,0,91,8,11
Capsicum,8,77,10,8
Onion,18,64,2,11
Potato,10,70,2,29
Onion,15,42,5,31
Tomato,29,58,19,1
Cauliflower,7,89,15,3
Onion,15,67,14,1
Spinach,5,99,17,1
Spinach,0,90,12,1
Cauliflower,0,90,13,1
Spinach,3,97,11,1
Cucumber,15,91,12,1
Brinjal,10,61,14,1
Cabbage,4,90,16,27
Cabbage,10,95,15,26
Cucumber,14,92,13,1
Potato,20,68,6,37
Onion,28,58,7,10
Brinjal,10,75,17,1
Tomato,20,66,17,1
Cucumber,11,85,6,5
Tomato,22,76,3,7
Capsicum,12,69,10,10
Potato,16,43,2,23
Cabbage,9,86,5,30
Capsicum,17,80,4,14
Carrot,9,92,5,33
Potato,10,60,15,12
Cauliflower,10,89,12,14
Cabbage,3,95,1,35
Cauliflower,9,92,3,20
Potato,17,49,4,23
Cabbage,6,88,10,29
Cauliflower,0,88,5,8
Tomato,25,63,2,3
Onion,16,40,18,1
Cauliflower,2,91,18,1
Onion,28,53,6,7
Brinjal,24,72,10,3
Capsicum,12,79,14,1
Onion,28,68,4,30
Capsicum,20,78,16,1
Cucumber,14,92,4,9
Onion,22,46,8,23
Capsicum,13,77,2,16
Cucumber,17,85,7,2
Tomato,17,76,15,1
Tomato,18,74,10,1
Cabbage,3,88,20,3
Potato,16,45,10,13
Cauliflower,9,90,19,1
Potato,18,51,10,22
Cucumber,14,83,11,1
Capsicum,16,77,16,1
Cauliflower,9,91,4,10
Cucumber,14,83,20,1
Tomato,24,66,15,1
Potato,15,42,17,37
Capsicum,10,71,1,16
Brinjal,18,76,14,1
Brinjal,10,77,12,1
Cucumber,12,80,12,1
Onion,30,47,11,1
Tomato,16,58,20,1
Spinach,2,100,14,1
Spinach,5,95,10,4
Potato,12,46,14,8
Onion,17,46,8,23
Tomato,27,55,14,1
Cabbage,2,93,8,18
Capsicum,15,69,7,2
Cucumber,10,86,1,6
Onion,21,57,14,9
Tomato,21,67,9,1
Onion,19,46,13,6
Capsicum,13,81,20,1
Tomato,25,79,14,1
Tomato,17,64,7,1
Potato,13,42,5,49
Carrot,1,86,18,41
Spinach,4,98,10,1
Onion,19,46,8,16
Capsicum,11,71,12,1
Capsicum,13,68,17,1
Capsicum,10,78,10,1
Brinjal,22,68,11,4
Onion,22,68,18,1
Cucumber,13,86,8,7
Onion,22,66,18,22
Onion,24,70,11,28
Capsicum,8,78,8,10
Brinjal,17,66,11,1
Cucumber,14,82,12,1
Capsicum,19,77,14,3
Brinjal,25,64,10,1
Onion,27,61,8,31
Tomato,20,64,14,1
Cucumber,11,83,16,1
Carrot,10,91,10,15
Potato,11,51,8,9
Cucumber,18,93,1,13
Brinjal,17,79,12,1
Brinjal,22,67,5,1
Carrot,6,90,16,6
Tomato,22,63,5,1
Cucumber,13,94,12,2
Tomato,30,54,17,1
Cauliflower,5,89,7,4
Cabbage,5,91,16,17
Cabbage,1,92,12,8
Onion,27,64,13,3
Onion,24,45,19,12
Spinach,4,97,7,1
Brinjal,12,79,9,4
Brinjal,17,62,16,1
Spinach,2,91,4,11
Spinach,0,90,14,1
Cucumber,15,86,7,1
Cabbage,3,94,2,19
Potato,20,49,18,39
Onion,21,70,12,18
Cauliflower,9,89,5,16
Onion,27,47,2,23
Onion,18,44,3,23
Capsicum,9,76,8,4
Onion,27,64,4,28
Capsicum,18,68,5,8
Cabbage,7,94,18,26
Cabbage,0,88,7,40
Carrot,6,93,12,20
Carrot,8,87,3,50
Carrot,9,94,17,16
Tomato,27,76,13,1
Brinjal,12,62,7,4
Cauliflower,10,89,6,20
Cauliflower,9,86,9,2
Onion,17,63,16,1
Onion,26,40,2,38
Cabbage,7,89,2,40
Carrot,7,93,9,16
Capsicum,9,76,18,1
Cabbage,8,90,10,7
Cabbage,7,94,20,12
Carrot,5,94,10,33
Onion,24,55,7,5
Capsicum,9,85,19,1
Cabbage,1,89,3,20
Onion,17,43,4,16
Cabbage,6,86,11,38
Onion,23,48,19,21
Onion,28,63,10,5
Cabbage,6,86,6,25
Tomato,23,80,9,1
Tomato,24,75,1,5
Spinach,4,100,2,7
Tomato,28,75,7,1
Carrot,1,90,7,34
Brinjal,22,75,10,4
Cabbage,0,92,14,28
Cabbage,9,90,15,26
Tomato,17,53,1,9
Tomato,19,65,11,1
Cauliflower,2,93,9,12
Tomato,25,54,18,1
Potato,14,62,8,23
Carrot,5,89,9,38
Capsicum,7,76,17,2
Cucumber,20,93,4,9
Spinach,5,91,3,3
Potato,13,54,7,11
Cucumber,17,94,8,3
Capsicum,14,68,3,14
Capsicum,7,68,15,1
Spinach,5,96,1,14
Tomato,26,68,8,1
Cabbage,0,93,11,35
Tomato,24,55,19,1
Onion,21,67,15,16
Carrot,5,95,15,6
Spinach,3,93,15,1
Carrot,9,86,18,15
Brinjal,16,78,15,1
Carrot,2,89,15,21
Cauliflower,3,88,7,14
Potato,15,40,18,12
Tomato,30,66,20,1
Brinjal,21,70,20,1
Tomato,25,62,18,1
Brinjal,18,80,5,8
Cauliflower,6,91,19,1
Tomato,21,71,19,1
Capsicum,14,68,8,8
Capsicum,13,82,9,1
Cabbage,8,90,15,34
Cucumber,11,85,8,1
Potato,20,70,14,26
Onion,16,56,1,20
Cauliflower,7,85,2,12
Potato,10,58,3,21
Capsicum,14,69,20,1
Onion,28,49,11,6
Carrot,8,89,18,15
Cauliflower,1,93,12,5
Spinach,1,96,16,1
Carrot,4,92,2,51
Spinach,4,97,9,4
Cabbage,4,92,12,7
Spinach,4,93,19,1
Onion,20,68,5,20
Cauliflower,7,93,11,14
Spinach,3,92,10,1
Carrot,10,91,12,40
Onion,21,69,10,13
Brinjal,22,75,18,1
Capsicum,8,83,11,7
Potato,20,46,6,52
Cauliflower,3,88,12,1
Capsicum,14,75,10,5
Tomato,26,78,1,7
Cauliflower,4,94,8,7
Spinach,3,93,1,6
Brinjal,15,65,2,11
Carrot,10,89,2,53
Brinjal,14,65,5,1
Tomato,15,62,6,3
Cauliflower,9,89,4,13
Cauliflower,7,94,15,10
Capsicum,10,77,8,7
Cabbage,4,87,11,36
Capsicum,15,80,11,2
Tomato,18,66,19,1
Spinach,5,99,15,1
Carrot,1,93,14,38
Cauliflower,6,85,10,5
Brinjal,17,61,20,1
Cucumber,15,82,16,1
Cauliflower,7,89,20,1
Spinach,1,91,3,3
Tomato,20,73,9,1
Capsicum,11,79,13,1
Cauliflower,3,90,5,14
Carrot,6,94,8,45
Tomato,22,56,11,1
Spinach,4,95,19,1
Brinjal,15,79,1,11
Cucumber,14,88,19,1
Tomato,16,63,13,1
Cauliflower,8,93,4,18
Onion,17,60,4,6
Cucumber,20,94,3,12
Cabbage,3,94,11,13
Carrot,10,95,19,27
Cucumber,13,82,19,1
Tomato,25,67,15,1
Brinjal,17,62,9,5
Spinach,1,93,1,8
Spinach,1,91,8,1
Cabbage,7,92,15,1
Cucumber,11,92,14,1
Brinjal,11,79,19,1
Spinach,5,91,13,1
Potato,16,59,20,24
Capsicum,16,84,3,4
Onion,23,61,17,15
Onion,17,51,11,27
Onion,27,44,6,20
Potato,19,62,20,34
Brinjal,14,60,9,1
Potato,19,45,1,39
Spinach,4,98,13,1
Tomato,29,80,8,1
Cabbage,0,87,5,42
Tomato,16,76,13,1
Onion,27,67,15,6
Cauliflower,0,89,13,3
Potato,11,70,2,53
Spinach,0,97,13,1
Spinach,2,93,13,1
Capsicum,11,66,14,1
Tomato,22,67,3,2
Cauliflower,0,90,16,1
Cauliflower,8,94,10,6
Onion,21,51,1,16
Potato,12,63,2,25
Cucumber,11,93,16,1
Spinach,1,100,9,4
Capsicum,16,80,7,1
Brinjal,12,63,8,6
Brinjal,21,80,15,1
Cabbage,3,93,8,27
Onion,27,49,16,16
Cabbage,3,95,18,20
Carrot,10,87,17,21
Carrot,1,94,1,47
Brinjal,22,66,3,2
Cauliflower,0,90,4,11
Spinach,5,91,5,1
Tomato,19,60,13,1
Brinjal,25,66,12,1
Spinach,4,95,19,1
Tomato,30,54,17,1
Brinjal,11,80,15,1
Cucumber,18,84,14,1
Onion,16,58,12,4
Carrot,0,89,13,26
Cucumber,18,83,14,1
Cauliflower,6,85,2,20
Capsicum,19,73,6,12
Cauliflower,3,90,10,12
Onion,29,69,11,20
Cauliflower,6,88,4,22
Capsicum,15,74,12,7
Onion,20,63,2,34
Cabbage,4,93,19,30
Brinjal,25,76,1,12
Cauliflower,3,90,5,5
Onion,17,47,9,10
Cauliflower,5,92,17,6
Brinjal,22,70,19,1
Capsicum,11,82,10,7
Potato,16,53,4,31
Brinjal,19,80,12,1
Potato,19,61,12,42
Onion,19,41,1,35
Onion,16,57,11,23
Tomato,23,80,2,4
Cauliflower,8,90,20,1
Tomato,28,57,7,1
Tomato,30,71,3,2
Onion,22,54,6,20
Spinach,5,97,5,10
Cauliflower,0,95,15,1
Onion,24,54,14,1
Capsicum,9,76,18,1
Brinjal,14,66,15,1
Capsicum,9,82,12,2
Capsicum,19,80,7,1
Tomato,24,62,4,5
Cucumber,18,93,9,1
Onion,23,48,2,21
Cucumber,14,87,14,1
Cucumber,18,87,1,14
Cabbage,2,95,17,21
Potato,14,65,2,15
Capsicum,8,71,9,2
Tomato,30,64,2,7
Cucumber,12,85,15,1
Cauliflower,0,90,11,4
Brinjal,13,73,11,1
Tomato,22,52,19,1
Capsicum,13,84,6,5
Carrot,5,86,4,55
Cabbage,3,94,15,20
Carrot,3,86,3,54
Carrot,0,85,14,8
Onion,20,65,7,27
Cucumber,13,81,11,1
Cauliflower,1,87,1,25
Cabbage,9,87,7,23
Potato,15,62,5,40
Spinach,3,91,4,5
Onion,28,42,14,4
Tomato,15,52,4,1
Cauliflower,5,92,2,26
Cucumber,17,94,3,9
Cucumber,18,80,8,4
Brinjal,14,60,9,1
Capsicum,17,65,12,8
Onion,21,56,4,17
Onion,24,47,15,22
Cauliflower,8,86,5,14
Tomato,22,80,1,9
Cucumber,15,91,13,1
Tomato,17,67,8,1
Spinach,4,90,2,10
Cucumber,17,93,12,1
Cabbage,2,91,17,7
Tomato,25,53,11,1
Tomato,17,53,5,1
Onion,20,54,18,14
Brinjal,17,62,10,1
Potato,16,42,18,15
Cucumber,19,86,9,1
Cauliflower,7,88,19,6
Onion,26,44,7,3
Cucumber,14,80,8,2
Carrot,8,86,4,36
Capsicum,20,81,15,1
Carrot,2,95,7,22
Potato,15,44,12,16
Potato,19,56,4,17
Potato,18,45,2,26
Carrot,0,91,5,24
Potato,14,63,6,25
Potato,19,45,13,25
Brinjal,22,80,18,1
Onion,26,40,5,28
Tomato,24,53,3,1
Brinjal,19,61,8,2
Cauliflower,10,93,9,15
Potato,10,45,13,8
Carrot,0,85,15,42
Tomato,15,69,2,6
Onion,24,49,3,28
Carrot,5,94,17,41
Onion,27,59,17,19
Cauliflower,4,93,5,12
Brinjal,11,69,18,1
Spinach,0,100,17,1
Carrot,5,94,6,23
Potato,20,63,5,30
Potato,18,68,13,10
Cabbage,5,86,2,28
Capsicum,19,84,1,12
Carrot,4,85,7,21
Potato,19,64,12,16
Capsicum,14,79,4,3
Cabbage,9,89,13,13
Brinjal,18,80,3,3
Capsicum,14,74,10,1
Cauliflower,6,94,7,20
Cucumber,17,86,18,1
Potato,16,54,20,1
Capsicum,20,80,6,10
Tomato,29,66,3,6
Carrot,6,93,11,30
Cabbage,5,86,3,14
Onion,26,69,12,1
Cabbage,7,92,2,41
Potato,10,51,4,27
Brinjal,23,75,9,5
Spinach,0,93,7,8
Cauliflower,8,90,10,1
Potato,12,70,9,19
Cabbage,0,86,4,33
Cabbage,3,90,18,10
Cauliflower,4,93,20,5
Tomato,20,72,7,1
Cucumber,10,92,2,3
Cauliflower,4,89,14,1
Potato,18,42,19,6
Cauliflower,1,91,10,19
Spinach,3,95,15,1
Tomato,23,65,13,1
Capsicum,7,79,7,11
Brinjal,24,60,4,11
Spinach,0,94,10,1
Brinjal,25,67,16,1
Spinach,3,99,19,1
Carrot,3,95,18,13
Cucumber,19,91,2,10
Cauliflower,5,90,5,21
Cabbage,1,91,11,4
Tomato,15,72,11,1
Brinjal,18,65,19,1
Onion,25,66,12,3
Tomato,24,72,3,7
Cabbage,5,93,1,44
Tomato,20,62,8,1
Onion,29,69,16,17
Carrot,8,93,9,42
Brinjal,17,62,15,1
Brinjal,13,63,4,2
Onion,30,51,7,15
Carrot,1,90,6,15
Cucumber,16,83,17,1
Spinach,4,98,19,1
Capsicum,11,67,16,3
Brinjal,18,70,16,1
Tomato,17,62,5,1
Carrot,8,94,9,22
Potato,10,49,12,38
Potato,16,67,13,16
Carrot,2,86,13,30
Capsicum,16,83,17,1
Tomato,30,53,17,1
Tomato,21,66,2,4
Capsicum,10,72,19,1
Cauliflower,0,93,19,1
Cauliflower,0,85,12,13
Tomato,17,60,14,1
Spinach,5,94,9,1
Brinjal,20,69,19,1
Spinach,0,91,9,1
Spinach,0,97,10,1
Potato,17,46,19,10
Spinach,3,97,9,3
Spinach,4,94,19,1
Brinjal,18,77,8,7
Potato,16,57,13,25
Capsicum,20,79,9,6
Carrot,2,88,2,51
Cucumber,15,90,15,1
Potato,14,41,9,21
Carrot,4,87,18,14
Cabbage,7,88,5,44
Cauliflower,5,91,8,5
Spinach,0,91,2,3
Onion,23,40,5,19
Onion,29,69,6,26
Onion,26,50,18,17
Cabbage,10,93,15,16
Tomato,17,55,18,1
Carrot,7,85,6,16
Capsicum,15,73,11,2
Onion,23,59,15,3
Spinach,4,98,11,1
Cucumber,10,93,15,1
Cucumber,12,93,6,2
Cucumber,14,85,6,3
Capsicum,7,72,20,1
Potato,17,61,16,36
Brinjal,11,78,19,1
Cauliflower,1,92,6,6
Tomato,20,79,3,4
Spinach,2,96,14,1
Cabbage,0,92,18,14
Tomato,29,77,5,5
Tomato,16,69,20,1
Capsicum,18,83,20,1
Spinach,2,93,6,6
Cucumber,12,88,16,1
Carrot,9,88,7,33
Brinjal,19,66,9,1
Potato,10,46,13,5
Brinjal,18,61,19,1
Potato,13,48,4,50
Cucumber,20,88,19,1
Onion,15,63,5,18
Tomato,17,56,3,1
Tomato,15,59,17,1
Cauliflower,4,94,12,3
Spinach,1,92,10,2
Tomato,16,56,12,1
Capsicum,13,81,15,1
Brinjal,17,71,18,1
Carrot,1,88,9,20
Spinach,3,93,20,1
Potato,20,49,5,26
Tomato,27,58,9,1
Tomato,24,54,8,1
Cauliflower,4,92,7,7
Onion,15,42,20,10
Cabbage,7,87,17,1
Brinjal,25,76,9,2
Brinjal,20,76,12,1
Cauliflower,10,93,12,18
Carrot,7,87,6,48
Capsicum,7,77,5,11
Capsicum,15,79,9,7
Cucumber,20,88,17,1
Capsicum,19,82,6,4
Spinach,2,99,9,3
Cabbage,10,94,16,13
Cucumber,15,84,17,1
Onion,19,59,14,6
Onion,23,41,6,11
Carrot,6,88,18,33
Capsicum,15,81,3,12
Tomato,27,70,10,1
Cucumber,19,85,18,1
Onion,23,53,8,27
Carrot,6,94,3,46
Capsicum,17,69,17,3
Capsicum,12,85,16,1
Tomato,28,70,14,1
Cauliflower,10,86,17,9
Cabbage,0,92,15,13
Tomato,30,66,15,1
Brinjal,21,75,17,1
Cauliflower,8,88,9,12
Cabbage,3,93,18,16
Capsicum,19,73,7,13
Cucumber,14,93,18,1
Potato,10,61,18,15
Brinjal,14,75,16,1
Potato,12,44,19,1
Cabbage,5,88,6,40
Carrot,1,88,19,5
Capsicum,20,78,3,5
Cabbage,6,92,18,10
Capsicum,7,72,11,1
Cucumber,11,80,8,5
Cucumber,20,94,15,1
Spinach,5,91,3,6
Potato,16,54,9,17
Capsicum,8,68,15,5
Brinjal,20,76,16,1
Brinjal,18,73,13,1
Tomato,17,70,3,2
Capsicum,18,69,12,2
Carrot,7,92,15,39
Capsicum,11,70,13,1
Brinjal,18,62,13,1
Onion,24,43,19,6
Onion,30,41,2,13
Carrot,4,93,11,46
Spinach,1,96,3,3
Spinach,2,98,17,1
Carrot,0,94,5,30
Capsicum,13,77,6,4
Onion,21,47,4,28
Cauliflower,9,93,11,10
Cauliflower,8,95,15,9
Spinach,3,94,19,1
Cabbage,8,90,18,17
Capsicum,19,79,10,1
Cabbage,8,87,7,25
Capsicum,12,75,6,3
Potato,12,63,3,46
Cauliflower,9,86,13,4
Spinach,0,98,8,1
Capsicum,18,73,4,8
Cucumber,11,85,6,1
Onion,24,48,12,1
Cauliflower,0,92,1,26
Onion,17,62,7,17
Potato,20,57,3,12
Cabbage,2,90,15,16
Spinach,2,95,6,1
Tomato,24,73,9,1
Potato,12,69,5,30
Cabbage,1,89,20,16
Potato,20,67,19,36
Cabbage,9,86,16,23
Potato,12,41,9,49
Cucumber,12,80,7,1
Spinach,3,90,7,5
Onion,27,54,9,2
Brinjal,15,62,8,5
Carrot,7,93,17,15
Cauliflower,6,93,10,13
Cabbage,4,94,19,9
Cabbage,9,86,8,36
Cauliflower,3,94,10,16
Brinjal,15,71,9,1
Tomato,24,72,16,1
Potato,20,57,10,38
Carrot,8,94,13,33
Tomato,18,67,14,1
Brinjal,20,75,1,8
Spinach,5,96,15,1
Capsicum,9,77,17,1
Cabbage,0,88,16,30
Tomato,15,55,1,6
Cabbage,2,89,20,1
Cucumber,11,90,17,1
Carrot,9,93,2,40
Carrot,5,89,8,49
Tomato,27,65,20,1
Carrot,6,95,19,1
Cabbage,10,86,17,22
Cabbage,4,86,19,25
Carrot,8,86,13,29
Spinach,2,97,12,1
Cauliflower,0,92,4,14
Carrot,5,88,11,32
Carrot,1,93,18,26
Brinjal,19,75,18,1
Potato,11,66,14,12
Spinach,1,90,8,1
Cucumber,19,92,20,1
Cauliflower,10,94,15,4
Onion,28,47,7,6
Potato,12,63,5,54
Cauliflower,6,93,8,19
Cauliflower,1,92,9,12
Tomato,17,77,6,1
Onion,21,70,10,11
Cucumber,18,86,11,1
Capsicum,12,78,19,1
Brinjal,10,69,17,1
Onion,27,70,8,14
Onion,16,50,10,12
Cabbage,8,88,19,21
Tomato,23,52,17,1
Carrot,7,87,12,14
Potato,15,46,19,20
Cauliflower,3,91,1,10
Capsicum,7,68,8,10
Spinach,3,98,13,1
Carrot,8,91,14,18
Brinjal,22,76,13,1
Onion,25,49,1,33
Onion,27,49,18,16
Cabbage,7,95,19,14
Capsicum,11,79,2,8
Cauliflower,8,91,14,1
Onion,21,68,4,21
Carrot,4,89,13,44
Capsicum,11,76,19,1
Cauliflower,10,86,7,11
Capsicum,9,69,2,15
Tomato,28,72,18,1
Potato,18,59,13,15
Potato,10,65,1,41
Capsicum,13,81,18,2
Spinach,2,98,13,1
Spinach,1,91,2,5
Spinach,1,90,20,1
Spinach,0,90,19,1
Capsicum,17,71,12,7
Cauliflower,2,88,5,8
Onion,20,52,14,9
Cauliflower,6,86,10,6
Potato,18,54,17,22
Spinach,4,96,10,1
Onion,17,58,9,24
Brinjal,16,60,1,4
Capsicum,16,74,16,1
Brinjal,22,74,14,1
Cabbage,7,85,4,31
Onion,20,46,8,26
Cauliflower,6,87,15,1
Brinjal,18,79,20,1
Cabbage,2,93,4,12
Cabbage,5,94,20,17
Cauliflower,6,87,18,9
Cucumber,15,80,5,1
Onion,26,54,4,17
Potato,17,46,4,52
Capsicum,13,79,10,7
Cucumber,10,88,3,9
Capsicum,13,71,14,6
Capsicum,13,77,13,2
Brinjal,12,62,19,1
Carrot,2,95,19,6
Potato,20,58,3,38
Cucumber,18,85,8,2
Cabbage,0,86,10,29
Cucumber,13,89,5,7
Potato,17,52,9,14
Carrot,1,87,2,34
Tomato,23,70,13,1
Brinjal,18,69,5,5
Capsicum,14,77,14,4
Capsicum,9,76,14,4
Cauliflower,4,95,13,1
Carrot,5,89,16,35
Cabbage,3,88,14,29
Capsicum,18,76,9,9
Capsicum,17,71,16,1
Cabbage,7,88,14,17
Potato,15,50,15,40
Cauliflower,4,90,5,22
Tomato,18,71,11,1
Carrot,3,86,12,38
Cucumber,14,92,10,1
Cauliflower,6,93,3,12
Brinjal,10,72,5,2
Cabbage,8,90,3,26
Spinach,1,100,5,2
Spinach,2,98,19,1
Tomato,29,66,3,3
Cauliflower,2,95,1,15
Cauliflower,1,93,5,14
Cucumber,14,87,6,7
Carrot,5,90,16,31
Potato,14,53,3,23
Onion,25,41,9,11
Cabbage,4,94,1,18
Brinjal,13,70,11,1
Brinjal,18,78,9,6
Spinach,5,99,1,6
Brinjal,22,72,18,1
Capsicum,9,66,7,11
Cabbage,10,88,11,35
Cucumber,10,86,1,8
Tomato,29,57,19,1
Cauliflower,10,90,10,4
Onion,19,41,5,35
Capsicum,7,70,15,3
Onion,19,53,2,32
Capsicum,12,66,6,14
Cabbage,8,95,19,1
Tomato,26,79,2,8
Cucumber,17,90,14,1
Cabbage,2,88,20,16
Cucumber,17,80,15,1
Potato,15,57,15,42
Capsicum,15,77,13,7
Capsicum,10,69,12,1
Tomato,24,66,13,1
Cabbage,2,93,8,34
Onion,27,70,18,1
Tomato,26,77,18,1
Carrot,1,90,13,35
Tomato,18,67,1,4
Spinach,1,92,8,4
Capsicum,18,69,18,1
Spinach,0,97,18,1
Cabbage,2,93,5,44
Carrot,9,87,1,59
Brinjal,25,77,9,1
Tomato,18,62,3,2
Carrot,9,87,1,43
Cabbage,3,88,10,7
Carrot,2,88,6,27
Cabbage,1,88,12,20
Carrot,9,87,10,41
Cucumber,14,90,10,2
Cabbage,10,88,12,6
Capsicum,12,77,12,2
Spinach,4,98,8,7
Cucumber,10,81,8,3
Cabbage,8,86,12,33
Cucumber,20,86,8,1
Onion,25,48,5,6
Spinach,3,93,12,2
Capsicum,11,68,3,8
Cauliflower,2,88,15,1
Cauliflower,8,87,8,7
Spinach,3,98,9,1
Cauliflower,7,92,4,11
Capsicum,16,67,13,5
Carrot,4,88,17,28
Cabbage,7,91,8,23
Cucumber,16,83,17,1
Spinach,4,97,4,6
Spinach,2,97,15,1
Capsicum,10,79,6,1
Brinjal,24,67,19,1
Capsicum,12,74,19,1
Carrot,1,91,4,53
Potato,13,70,14,41
Potato,18,54,2,30
Cabbage,9,90,3,36
Cucumber,20,89,13,1
Spinach,2,99,12,1
Brinjal,24,60,7,7
Cabbage,7,92,16,11
Carrot,5,95,12,41
Capsicum,19,81,11,1
Cabbage,2,87,8,40
Capsicum,11,72,15,1
Cabbage,1,86,18,6
Spinach,4,96,3,5
Potato,12,54,18,2
Cucumber,16,91,10,5
Cucumber,17,83,19,1
Potato,16,46,5,22
Onion,25,51,20,14
Onion,25,55,17,18
Capsicum,15,80,10,1
Onion,22,69,3,35
Spinach,3,95,14,1
Potato,20,66,15,18
Potato,17,58,7,44
Tomato,22,50,20,1
Carrot,2,88,13,25
Spinach,0,90,8,7
Onion,29,57,20,9
Cucumber,15,81,14,1
Cauliflower,1,95,8,17
Capsicum,7,71,9,7
Cabbage,10,91,8,13
Spinach,4,90,2,8
Brinjal,25,61,4,9
Spinach,4,94,12,1
Cauliflower,10,85,7,21
Cauliflower,3,93,8,14
Capsicum,11,75,19,1
Potato,14,60,10,12
